tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres								
tt11497570	tvSeries	18 Kids and Counting	18 Kids and Counting	0	2015	2015	60	Documentary								
tt11505348	tvSeries	Bergweihnacht	Bergweihnacht	0	2015	\N	\N	Music								
tt11506750	tvSeries	RusAme	RusAme	0	2015	2016	\N	Reality-TV								
tt11507142	tvSeries	When I Met a Celebrity	When I Met a Celebrity	0	2015	\N	\N	Short								
tt11510140	tvSeries	Debate Fútbol	Debate Fútbol	0	2015	2015	\N	Sport	Talk-Show							
tt11511334	tvSeries	Problematic Men	Problematic Men	0	2015	\N	75	Game-Show	Talk-Show							
tt11512388	tvSeries	The Godfrey Complex	The Godfrey Complex	0	2015	\N	\N	Comedy								
tt11512446	tvSeries	Scrap Kings	Scrap Kings	0	2015	\N	\N	Reality-TV								
tt11514686	tvSeries	Bertrands metode	Bertrands metode	0	2015	2015	\N	Reality-TV								
tt11516630	tvSeries	ParashockX	ParashockX	0	2015	\N	\N	Comedy								
tt11518976	tvSeries	Community Connection	Community Connection	0	2015	2017	\N	News								
tt11528362	tvSeries	Sloiki	Sloiki	0	2015	2015	44	Drama								
tt11528730	tvSeries	Pauls Puber Kookshow	Pauls Puber Kookshow	0	2015	2016	50	\N								
tt11541930	tvSeries	To teleftaio kolpo	To teleftaio kolpo	0	2015	2017	\N	Comedy	Crime							
tt11542624	tvSeries	Talking Tom and Friends Minis	Talking Tom and Friends Minis	0	2015	2018	4	Action	Animation	Comedy						
tt11546646	tvSeries	Sportclub Story	Sportclub Story	0	2015	\N	30	Documentary	Sport							
tt11551166	tvSeries	Vikend paket	Vikend paket	0	2015	\N	\N	Talk-Show								
tt11561394	tvSeries	Let's Get Fat	Let's Get Fat	0	2015	2016	\N	Reality-TV								
tt11566150	tvSeries	Apuesta extrema	Apuesta extrema	0	2015	2015	\N	Reality-TV								
tt11567690	tvSeries	Cyberstars	Cyberstars	0	2015	\N	\N	Comedy	Family							
tt11576132	tvSeries	Superhospital	Superhospital	0	2015	2015	60	Documentary								
tt11579204	tvSeries	Saúde à Vontade	Saúde à Vontade	0	2015	2015	\N	Family								
tt11581050	tvSeries	Café con Chisme	Café con Chisme	0	2015	\N	\N	News								
tt11581110	tvSeries	The Gift of Life	The Gift of Life	0	2015	2015	45	Documentary								
tt11581426	tvSeries	Social Esporte Clube	Social Esporte Clube	0	2015	2018	\N	Documentary	Sport							
tt11581698	tvSeries	Parole	Parole	0	2015	2016	180	\N								
tt11583514	tvSeries	Day in the Life - Fighter	Day in the Life - Fighter	0	2015	2015	22	Documentary	Sport							
tt11583900	tvSeries	Cartas de Corazon	Cartas de Corazon	0	2015	2017	\N	Drama								
tt11600426	tvSeries	autorevue.tv	autorevue.tv	0	2015	2017	23	Talk-Show								
tt11611170	tvSeries	Dibble Vlogs	Dibble Vlogs	0	2015	\N	\N	Reality-TV								
tt11622182	tvSeries	Gekijorei karano Syotaijo	Gekijorei karano Syotaijo	0	2015	2015	\N	Horror								
tt11623720	tvSeries	Uncommon Grounds	Uncommon Grounds	0	2015	\N	\N	\N								
tt11629114	tvSeries	Taco Tube Animations	Taco Tube Animations	0	2015	2020	\N	Animation	Comedy							
tt11634098	tvSeries	Nicholas	Nicholas	0	2015	\N	\N	Reality-TV								
tt11640272	tvSeries	The Secret History of the British Garden	The Secret History of the British Garden	0	2015	2015	59	History								
tt11643810	tvSeries	Rencontres	Rencontres	0	2015	\N	28	Talk-Show								
tt11645366	tvSeries	Star Wars Explained	Star Wars Explained	0	2015	\N	\N	Talk-Show								
tt11656672	tvSeries	Garo: Gold Storm Sho	Garo: Gold Storm Sho	0	2015	\N	25	Action	Drama	Fantasy						
tt11660762	tvSeries	Rising Stars	Rising Stars	0	2015	2015	\N	Documentary	Sport							
tt11661830	tvSeries	Múslimarnir okkar	Múslimarnir okkar	0	2015	2015	\N	Documentary								
tt11661960	tvSeries	Örir Íslendingar	Örir Íslendingar	0	2015	2015	\N	Documentary								
tt11663058	tvSeries	Corruption	Corruption	0	2015	\N	\N	Action								
tt11664124	tvSeries	Beer Country	Beer Country	0	2015	\N	\N	Reality-TV								
tt11668912	tvSeries	Blind Wave: Sword Art Online Abridged Reaction	Blind Wave: Sword Art Online Abridged Reaction	0	2015	2016	20	Talk-Show								
tt11669950	tvSeries	Wild Yellowstone	Wild Yellowstone	0	2015	2020	44	Documentary								
tt11679200	tvSeries	Blind Wave: Death Battle Reaction	Blind Wave: Death Battle Reaction	0	2015	2016	25	Talk-Show								
tt11680976	tvSeries	Mental Massage	Mental Massage	0	2015	\N	\N	Short								
tt11686566	tvSeries	Ishqaway	Ishqaway	0	2015	2015	\N	Drama	Romance							
tt11695516	tvSeries	Giorgio's Lab	Giorgio's Lab	1	2015	\N	\N	Adult								
tt11697930	tvSeries	Asbjørns Julekalender	Asbjørns Julekalender	0	2015	\N	\N	Talk-Show								
tt11699718	tvSeries	Monster Croc Invasion	Monster Croc Invasion	0	2015	2015	\N	Adventure								
tt11702022	tvSeries	Mia Khalifa	Mia Khalifa	1	2015	2016	\N	Adult								
tt11702478	tvSeries	Little Heroes	Little Heroes	0	2015	2017	\N	Action	Adventure	Comedy						
tt11702526	tvSeries	Adventure Kids	Adventure Kids	0	2015	2016	\N	Action	Adventure	Comedy						
tt11703914	tvSeries	Tarra White	Tarra White	1	2015	2015	\N	Adult								
tt11704326	tvSeries	Luad Mungkorn	Luad Mungkorn	0	2015	2015	\N	Drama								
tt11708240	tvSeries	Celebrity Storage Hunters	Celebrity Storage Hunters	0	2015	2016	45	Reality-TV								
tt11712722	tvSeries	Siu hung	Siu hung	0	2015	2015	42	Drama								
tt11716814	tvSeries	Educador Nota 10	Educador Nota 10	0	2015	\N	\N	Documentary								
tt11717996	tvSeries	My Wife Is My Pornstar	My Wife Is My Pornstar	1	2015	2018	\N	Adult	Romance							
tt11723566	tvSeries	Bommetje!	Bommetje!	0	2015	\N	50	Game-Show								
tt11724248	tvSeries	Wish Upon the Pleiades	Houkago no Pleiades	0	2015	2015	23	Animation	Fantasy	Sci-Fi						
tt11725820	tvSeries	Agatka	Agatka	0	2015	\N	\N	Animation								
tt11728064	tvSeries	Polaris Pro 2	Polaris Pro 2	0	2015	2015	\N	Sport								
tt11728884	tvSeries	Palco SC	Palco SC	0	2015	2018	\N	Music	Talk-Show							
tt11729948	tvSeries	Doamayger-D	Doamayger-D	0	2015	2015	\N	Animation								
tt11733278	tvSeries	Chaos Caught on Camera	Chaos Caught on Camera	0	2015	2015	\N	Documentary								
tt11733476	tvSeries	The Hero of the Day	The Hero of the Day	0	2015	\N	\N	Game-Show	Talk-Show							
tt11735890	tvSeries	Venus Project - Climax	Venus Project - Climax	0	2015	2015	\N	Action	Animation	Music						
tt11737172	tvSeries	Visionaries	Visionaries	0	2015	2016	8	Documentary								
tt11737774	tvSeries	The Rise of the Villains	The Rise of the Villains	0	2015	2022	\N	Thriller								
tt11740468	tvSeries	Buenas Compañías	Buenas Compañías	0	2015	2019	23	Comedy								
tt11752978	tvSeries	Minecraft Roommates	Minecraft Roommates	0	2015	2017	\N	Comedy								
tt11753752	tvSeries	The (Sur)Real World of Any Malu	O (Sur)real Mundo de Any Malu	0	2015	\N	\N	Animation								
tt11765826	tvSeries	The Robert Storms Show	The Robert Storms Show	0	2015	\N	\N	Talk-Show								
tt11770700	tvSeries	Punpun	Punpun	0	2015	2016	\N	Reality-TV								
tt11777962	tvSeries	Ginas show	Ginas show	0	2015	2015	30	Comedy								
tt11778176	tvSeries	The Switch Drag Race	The Switch Drag Race	0	2015	2018	90	Game-Show	Reality-TV							
tt11785672	tvSeries	Blind Wave: Arrow Reaction	Blind Wave: Arrow Reaction	0	2015	2020	40	Talk-Show								
tt11785974	tvSeries	MI Healthy Mind	MI Healthy Mind	0	2015	\N	28	Talk-Show								
tt11790114	tvSeries	The Voice Angola	The Voice Angola	0	2015	2016	\N	Music								
tt11790136	tvSeries	Big Brother South Africa	Big Brother South Africa	0	2015	2015	\N	Reality-TV								
tt11790662	tvSeries	ASMR2n4	ASMR2n4	0	2015	\N	\N	Short								
tt11797684	tvSeries	Blind Wave: Epic Rap Battles of History Reaction	Blind Wave: Epic Rap Battles of History Reaction	0	2015	2016	10	Talk-Show								
tt11799458	tvSeries	D. James Kennedy Ministries Presents: Truths That Transform	D. James Kennedy Ministries Presents: Truths That Transform	0	2015	\N	\N	Family	Talk-Show							
tt11800492	tvSeries	The Promise	The Promise	0	2015	2015	\N	\N								
tt11802906	tvSeries	Carpe diem	Carpe diem	0	2015	2017	\N	Biography								
tt11808320	tvSeries	SEC Rewind	SEC Rewind	0	2015	2016	\N	Sport								
tt11814166	tvSeries	USA Track & Field - The Pursuit	USA Track & Field - The Pursuit	0	2015	2015	\N	Sport								
tt11815494	tvSeries	Datoen	Datoen	0	2015	\N	\N	Talk-Show								
tt11821118	tvSeries	Son of wolverine and storm	Son of wolverine and storm	0	2015	\N	\N	Sci-Fi								
tt11822178	tvSeries	I Larsens leilighet	I Larsens leilighet	0	2015	\N	\N	Talk-Show								
tt11822430	tvSeries	The Modern Mensch with Martin Mendelstein	The Modern Mensch with Martin Mendelstein	0	2015	\N	\N	Comedy								
tt11826258	tvSeries	Frontline - Terror in Little Saigon	Frontline - Terror in Little Saigon	0	2015	2015	54	Documentary								
tt11835536	tvSeries	Believe It or Not	Believe It or Not	0	2015	2016	\N	Game-Show								
tt11840070	tvSeries	Blind Wave: Honest Trailers Reaction	Blind Wave: Honest Trailers Reaction	0	2015	2016	10	Talk-Show								
tt11844982	tvSeries	Blind Wave	Blind Wave	0	2015	\N	10	Talk-Show								
tt11845282	tvSeries	Singalong for Seniors	Singalong for Seniors	0	2015	\N	\N	Musical								
tt11845326	tvSeries	Discussion Starters for Seniors	Discussion Starters for Seniors	0	2015	\N	\N	Talk-Show								
tt11845528	tvSeries	Sensory Stimulation for Seniors	Sensory Stimulation for Seniors	0	2015	\N	\N	Documentary								
tt11846208	tvSeries	Call Me Katie	Call Me Katie	0	2015	2015	\N	Comedy	Drama	Romance						
tt11847718	tvSeries	It's Love!	It's Love!	0	2015	\N	\N	Comedy								
tt11848864	tvSeries	Fucking Fornuftig	Fucking Fornuftig	0	2015	2015	\N	Comedy								
tt11853284	tvSeries	Ireland Boys Prouductions	Ireland Boys Prouductions	0	2015	\N	\N	Comedy								
tt11857920	tvSeries	Comedy Nights Bachao	Comedy Nights Bachao	0	2015	2016	45	Comedy								
tt11866010	tvSeries	Pokemon Snakewood	Pokemon Snakewood	0	2015	2015	\N	Action	Adventure	Horror						
tt11879244	tvSeries	NakeyJakey	NakeyJakey	0	2015	\N	\N	Comedy	Talk-Show							
tt11880508	tvSeries	Outback ER	Outback ER	0	2015	2015	30	Reality-TV								
tt11884044	tvSeries	Fuzzy Puppet	The Fuzzy Puppet Show	0	2015	\N	\N	Family								
tt11885350	tvSeries	The Fuzzy Puppet Show	The Fuzzy Puppet Show	0	2015	\N	\N	Family								
tt11891734	tvSeries	Baby Animals	Baby Animals	0	2015	2016	\N	Family								
tt11892166	tvSeries	Tec Arte	Tec Arte	0	2015	2016	\N	Documentary								
tt11893436	tvSeries	Matkontrollen	Matkontrollen	0	2015	\N	23	Documentary								
tt11898054	tvSeries	The Nicholas J. Fuentes Show	The Nicholas J. Fuentes Show	0	2015	\N	\N	News								
tt11911788	tvSeries	The Bollywood Roundtable	The Bollywood Roundtable	0	2015	\N	\N	Talk-Show								
tt11917492	tvSeries	Most Iconic: Dongguan's Agarwood	Most Iconic: Dongguan's Agarwood	0	2015	2016	\N	Documentary								
tt11921576	tvSeries	Kylie Cole	Kylie Cole	0	2015	\N	\N	Short								
tt11924044	tvSeries	Blind Wave: RWBY Reaction	Blind Wave: RWBY Reaction	0	2015	\N	25	Talk-Show								
tt11934822	tvSeries	Iron Cage	Iron Cage	0	2015	\N	\N	Sport								
tt11935358	tvSeries	Yek Number	Yek Number	0	2015	2016	\N	\N								
tt11941988	tvSeries	Battle Spirits: Burning Soul	Battle Spirits Burning Soul	0	2015	2016	22	Action	Adventure	Animation						
tt11942952	tvSeries	Money for Nothing	Money for Nothing	0	2015	\N	44	Documentary	Reality-TV							
tt11946350	tvSeries	La Voz de Mi Raza	La Voz de Mi Raza	0	2015	\N	\N	Music								
tt11948128	tvSeries	La Liste de Dante	La Liste de Dante	0	2015	2015	\N	Comedy	Fantasy							
tt11952214	tvSeries	Ploer Jai Hai Nai Pbeesard	Ploer Jai Hai Nai Pbeesard	0	2015	2016	50	Romance								
tt11955536	tvSeries	The Cosplay Closet	The Cosplay Closet	0	2015	2015	\N	Comedy								
tt11957952	tvSeries	These Are the Actors You're Looking For!	These Are the Actors You're Looking For!	0	2015	\N	\N	Comedy	Talk-Show							
tt11971662	tvSeries	Vida de Modelo	Vida de Modelo	0	2015	\N	\N	\N								
tt11977176	tvSeries	Looking Back: Una història vertadera	Looking Back: Una història vertadera	0	2015	2016	\N	Comedy								
tt11979852	tvSeries	Answers with Joe	Answers with Joe	0	2015	\N	\N	\N								
tt11984062	tvSeries	Sommerjobben	Sommerjobben	0	2015	2015	\N	Reality-TV								
tt11984306	tvSeries	Tinderdaten fra Helvete	Tinderdaten fra Helvete	0	2015	2015	\N	Reality-TV								
tt11984618	tvSeries	Winning Food	Winning Food	0	2015	2016	\N	Talk-Show								
tt11985416	tvSeries	Travel Geek: Documentary Myanmar Part 1	Travel Geek: Documentary Myanmar Part 1	0	2015	2015	\N	Documentary								
tt11985438	tvSeries	Travel Geek: Documentary Myanmar Part 2	Travel Geek: Documentary Myanmar Part 2	0	2015	2015	\N	Documentary								
tt11985456	tvSeries	Travel Geek: Documentary Myanmar Part 3	Travel Geek: Documentary Myanmar Part 3	0	2015	2015	\N	Documentary								
tt11985604	tvSeries	Katimini	Katimini	0	2015	\N	\N	Action	Thriller							
tt11990744	tvSeries	Salty Cracker	Salty Cracker	0	2015	\N	\N	News	Talk-Show							
tt12002782	tvSeries	WSL Big Wave Awards	WSL Big Wave Awards	0	2015	\N	\N	Sport								
tt12014100	tvSeries	WSL Big Wave Tour	WSL Big Wave Tour	0	2015	2019	\N	Sport								
tt12014454	tvSeries	WSL Men's Championship Tour	WSL Men's Championship Tour	0	2015	2015	\N	Sport								
tt12014498	tvSeries	WSL Presents	WSL Presents	0	2015	2015	\N	Sport								
tt12015330	tvSeries	Sasuke Ninja Warrior Indonesia	Sasuke Ninja Warrior Indonesia	0	2015	\N	\N	Reality-TV								
tt12020602	tvSeries	National Lampoon's Final Edition Radio Hour	National Lampoon's Final Edition Radio Hour	0	2015	\N	\N	Comedy								
tt12025970	tvSeries	Olhar	Olhar	0	2015	2015	\N	Documentary								
tt12037988	tvSeries	The Girl in Tassel Earring	The Girl in Tassel Earring	0	2015	2015	45	Romance								
tt12041772	tvSeries	Twinks in Shorts	Twinks in Shorts	1	2015	2019	\N	Adult								
tt12042388	tvSeries	Saat ti Tarar Timir	Saat ti Tarar Timir	0	2015	2016	\N	Drama								
tt12077428	tvSeries	Blind Wave: Daredevil Reaction	Blind Wave: Daredevil Reaction	0	2015	2019	25	Talk-Show								
tt12085646	tvSeries	Babybus	Babybus	0	2015	\N	\N	Animation	Family							
tt12088034	tvSeries	AfterBuzz TV	AfterBuzz TV	0	2015	\N	\N	Talk-Show								
tt12091954	tvSeries	600 Hours	600 Hours	0	2015	2015	\N	Comedy								
tt12098134	tvSeries	Justice: By Any Means	Justice: By Any Means	0	2015	2017	\N	Crime								
tt12098524	tvSeries	PokerStars: EPT 12 Barcelona	PokerStars: EPT 12 Barcelona	0	2015	2015	\N	Sport								
tt12099806	tvSeries	Ammo and Attitude	Ammo and Attitude	0	2015	2015	\N	Reality-TV								
tt12109040	tvSeries	Eigi VS Pichla gegen die Welt	Eigi VS Pichla gegen die Welt	0	2015	2015	\N	Game-Show								
tt12112020	tvSeries	dewlover420's Vloog	dewlover420's Vloog	0	2015	\N	5	Action	Comedy							
tt12112982	tvSeries	Porta Afora	Porta Afora	0	2015	\N	\N	Comedy	Documentary	Talk-Show						
tt12122432	tvSeries	The Bunker	The Bunker	0	2015	2015	\N	Sport								
tt12122590	tvSeries	Star Olymp	Star Olymp	0	2015	2015	45	Music								
tt12127264	tvSeries	Tiem banh hoang tu be 2	Tiem banh hoang tu be 2	0	2015	\N	12	Comedy								
tt12127876	tvSeries	Jes Tube	Jes Tube	0	2015	\N	\N	Comedy								
tt12142084	tvSeries	Popternative	Popternative	0	2015	\N	\N	Talk-Show								
tt12145238	tvSeries	State of the Union with Jake Tapper	State of the Union with Jake Tapper	0	2015	\N	60	News								
tt12158678	tvSeries	UPstarters	UPstarters	0	2015	2015	\N	Reality-TV								
tt12163542	tvSeries	Love Asterisk	Love Asterisk	0	2015	2017	\N	Comedy								
tt12174394	tvSeries	O país máis grande do mundo	O país máis grande do mundo	0	2015	2016	\N	Family								
tt12175086	tvSeries	CNN Newsroom with Brooke Baldwin	CNN Newsroom with Brooke Baldwin	0	2015	\N	60	News								
tt12175462	tvSeries	Super Challenge	Super Challenge	0	2015	2017	45	Drama								
tt12180230	tvSeries	The Embrace	The Embrace	0	2015	2015	15	Drama								
tt12181808	tvSeries	Garagem Maker	Garagem Maker	0	2015	2015	20	Family								
tt12183216	tvSeries	Awkward Puppets	Awkward Puppets	0	2015	\N	\N	Animation								
tt12188706	tvSeries	Kula Deivam	Kula Deivam	0	2015	2018	22	Drama								
tt12189162	tvSeries	Bhaage Re Mann	Bhaage Re Mann	0	2015	2016	\N	Comedy								
tt12194430	tvSeries	Life Is Beautiful	Life Is Beautiful	0	2015	2015	60	Drama								
tt12198830	tvSeries	Curious Under the Stars	Curious Under the Stars	0	2015	\N	45	Drama	Fantasy	Horror						
tt12206066	tvSeries	Soccer Heroes Series: Greatest Footballers of All Time	Soccer Heroes Series: Greatest Footballers of All Time	0	2015	2015	25	Documentary								
tt12209576	tvSeries	NoiSur	NoiSur	0	2015	2018	\N	Music								
tt12221388	tvSeries	Saherat Al Janoub	Saherat Al Janoub	0	2015	2016	\N	Drama	Horror	Thriller						
tt12222662	tvSeries	Aathira	Aathira	0	2015	2016	22	Drama								
tt12226046	tvSeries	Caillou and Dora: The Teenage Years	Caillou and Dora: The Teenage Years	0	2015	\N	15	Animation	Comedy	Crime						
tt12226778	tvSeries	Zara and Erika: 1st Generation	Zara and Erika: 1st Generation	0	2015	\N	\N	Animation	Comedy							
tt12228688	tvSeries	Sealed with a Kiss	Sealed with a Kiss	0	2015	2015	60	Drama	Romance							
tt12228772	tvSeries	The Journey: Our Homeland	The Journey: Our Homeland	0	2015	2015	60	Drama	History							
tt12228904	tvSeries	Second Chance	Second Chance	0	2015	2015	60	Drama								
tt12229564	tvSeries	Keladi Kanmani	Keladi Kanmani	0	2015	2017	22	Drama								
tt12234310	tvSeries	Priyamanaval	Priyamanaval	0	2015	2019	22	Drama								
tt12236254	tvSeries	UK TGirls	UK TGirls	1	2015	\N	\N	Adult								
tt12247446	tvSeries	Hazir Jawab Birbal	Hazir Jawab Birbal	0	2015	\N	20	Comedy								
tt12263524	tvSeries	Friend Dog Studios: The Sketches	Friend Dog Studios: The Sketches	0	2015	\N	5	Comedy								
tt12266718	tvSeries	Coffee with Milk	Coffee with Milk	0	2015	2017	24	Reality-TV								
tt12267094	tvSeries	Valeriya ASMR	Valeriya ASMR	0	2015	\N	\N	Reality-TV								
tt12268468	tvSeries	MeatCanyon	MeatCanyon	0	2015	\N	\N	Animation	Comedy	Horror						
tt12270214	tvSeries	Priyasaki	Priyasaki	0	2015	2016	22	Drama								
tt12273738	tvSeries	Tavern Talk	Tavern Talk	0	2015	2015	\N	\N								
tt12275178	tvSeries	Cinta Si Wedding Planner	Cinta Si Wedding Planner	0	2015	2016	\N	Drama	Family	Romance						
tt12280554	tvSeries	Brandon Awadis' Vlog	Brandon Awadis' Vlog	0	2015	\N	\N	Reality-TV								
tt12293762	tvSeries	Katha Sarita	Katha Sarita	0	2015	2016	\N	Drama								
tt12311902	tvSeries	Emershow	Emershow	0	2015	\N	30	Talk-Show								
tt12312188	tvSeries	Armoured Media	Armoured Media	0	2015	\N	\N	Talk-Show								
tt12312826	tvSeries	Droit de suite	Droit de suite	0	2015	\N	\N	Documentary								
tt12312838	tvSeries	Blissful Living	Blissful Living	0	2015	2015	60	Documentary	Drama							
tt12313152	tvSeries	Judaai	Judaai	0	2015	2015	\N	Drama								
tt12320532	tvSeries	Dhathuputhri	Dhathuputhri	0	2015	2015	22	Drama								
tt12323818	tvSeries	Back to the Drawing Board	Back to the Drawing Board	0	2015	2018	19	Comedy								
tt12325168	tvSeries	Zlomowisko PL	Zlomowisko PL	0	2015	\N	45	Documentary								
tt12329666	tvSeries	The Moblees: Get Moving!	The Moblees: Get Moving!	0	2015	2016	\N	Musical								
tt12329872	tvSeries	Livin' CA	Livin' CA	0	2015	2019	\N	Reality-TV								
tt12333114	tvSeries	#RealTALK with Brian Rose	#RealTALK with Brian Rose	0	2015	2015	\N	\N								
tt12344782	tvSeries	Open talk with Masha Efrosinina	Open talk with Masha Efrosinina	0	2015	2016	45	Reality-TV								
tt12348984	tvSeries	Storytimelines	Storytimelines	0	2015	\N	14	History								
tt12351368	tvSeries	Life - Fear Not	Life - Fear Not	0	2015	2016	30	Drama								
tt12355918	tvSeries	Doormen. The Award-Winning Webseries.	Doormen. The Award-Winning Webseries.	0	2015	\N	\N	Comedy								
tt12355940	tvSeries	Clone Skit	Clone Skit	0	2015	\N	\N	Adventure	Comedy	Drama						
tt12357460	tvSeries	A&E	A&E	0	2015	2015	60	Drama								
tt12358382	tvSeries	Crescendo	Crescendo	0	2015	2015	60	Drama	Music	Romance						
tt12362278	tvSeries	American Obsessions	American Obsessions	0	2015	\N	\N	Documentary								
tt12366628	tvSeries	Camping de l'ours	Camping de l'ours	0	2015	2016	\N	Comedy								
tt12368722	tvSeries	Inside Pac-12 Football	Inside Pac-12 Football	0	2015	\N	\N	Sport								
tt12369918	tvSeries	Tera Mera Rishta	Tera Mera Rishta	0	2015	2016	\N	Romance								
tt12375196	tvSeries	República do Peru	República do Peru	0	2015	2019	\N	Comedy								
tt12377954	tvSeries	Matatiele	Matatiele	0	2015	2015	\N	Drama								
tt12379414	tvSeries	Mystery Science Theater F1	Mystery Science Theater F1	0	2015	2017	\N	Comedy	Sport							
tt12380570	tvSeries	The Lynda Steele Show	The Lynda Steele Show	0	2015	\N	\N	Talk-Show								
tt12382996	tvSeries	The Lynda Steele Show	The Lynda Steele Show	0	2015	\N	\N	Talk-Show								
tt12389802	tvSeries	Actwres girl'Z (AgZ)	Actwres girl'Z (AgZ)	0	2015	\N	\N	Action	Drama	Sport						
tt12389906	tvSeries	Anos Radicais	Anos Radicais	0	2015	2018	\N	Drama								
tt12393088	tvSeries	Bloed	 zweet en aria's. De wereld van De Nationale Opera	Bloed	 zweet en aria's. De wereld van De Nationale Opera	0	2015	2015	40	Reality-TV						
tt12398092	tvSeries	Kalathu Veedu	Kalathu Veedu	0	2015	2016	22	Drama								
tt12399072	tvSeries	Yes Mister	Yes Mister	0	2015	2017	14	Comedy								
tt12403106	tvSeries	Faz Sentido	Faz Sentido	0	2015	2019	\N	Talk-Show								
tt12403134	tvSeries	Não Faz Sentido	Não Faz Sentido	0	2015	2016	\N	Talk-Show								
tt12403868	tvSeries	Helge Schneider erklärt Jazz	Helge Schneider erklärt Jazz	0	2015	2016	3	Music								
tt12404166	tvSeries	Let It Go	Let It Go	0	2015	2015	60	Drama	Romance							
tt12404172	tvSeries	Kairasi Kudumbam	Kairasi Kudumbam	0	2015	2017	22	Drama								
tt12404830	tvSeries	DW News	DW News	0	2015	\N	\N	News								
tt12418396	tvSeries	Apple Star	Apple Star	0	2015	2017	\N	Action	Drama	Sport						
tt12422504	tvSeries	Meninos Online	Meninos Online	1	2015	\N	\N	Adult								
tt12432216	tvSeries	AKE wrestling	AKE wrestling	0	2015	2020	\N	Action	Drama	Short						
tt12434166	tvSeries	Super Senior	Super Senior	0	2015	2015	60	Drama								
tt12434202	tvSeries	Kojagori	Kojagori	0	2015	2016	22	Drama								
tt12439366	tvSeries	Aprendiz Legal	Aprendiz Legal	0	2015	2015	\N	Documentary								
tt12440480	tvSeries	Good Luck	Good Luck	0	2015	2015	60	Drama								
tt12441084	tvSeries	D'un rire à l'autre	D'un rire à l'autre	0	2015	2022	\N	Comedy								
tt12443924	tvSeries	Danger Decoded	Danger Decoded	0	2015	2016	\N	Game-Show								
tt12457822	tvSeries	Medical Magic	Medical Magic	0	2015	2015	\N	Reality-TV								
tt12458248	tvSeries	The Amazing Lucas	The Amazing Lucas	0	2015	\N	\N	Talk-Show								
tt12464282	tvSeries	Vanarama National League Highlights Show	Vanarama National League Highlights Show	0	2015	\N	\N	Sport								
tt12466420	tvSeries	Contentor 13	Contentor 13	0	2015	\N	\N	Talk-Show								
tt12466742	tvSeries	Portals of Mystery	Portals of Mystery	0	2015	\N	\N	Adventure								
